protocol_id,dataset,category,defect_type,label,partition,image_relative_path,mask_relative_path,attack_train_rank,attack_train_stratum_size,evaluation_rank,evaluation_stratum_size,split_seed,evaluation_fraction
test/leather/cut/018,mvtec,leather,cut,1,attack_train,leather/test/cut/018.png,leather/ground_truth/cut/018_mask.png,21,46,0,46,111,0.5
test/leather/fold/002,mvtec,leather,fold,1,attack_train,leather/test/fold/002.png,leather/ground_truth/fold/002_mask.png,30,46,0,46,111,0.5
test/leather/fold/003,mvtec,leather,fold,1,attack_train,leather/test/fold/003.png,leather/ground_truth/fold/003_mask.png,20,46,0,46,111,0.5
test/leather/fold/005,mvtec,leather,fold,1,attack_train,leather/test/fold/005.png,leather/ground_truth/fold/005_mask.png,34,46,0,46,111,0.5
test/leather/fold/008,mvtec,leather,fold,1,attack_train,leather/test/fold/008.png,leather/ground_truth/fold/008_mask.png,46,46,0,46,111,0.5
test/leather/fold/009,mvtec,leather,fold,1,attack_train,leather/test/fold/009.png,leather/ground_truth/fold/009_mask.png,10,46,0,46,111,0.5
test/leather/fold/010,mvtec,leather,fold,1,attack_train,leather/test/fold/010.png,leather/ground_truth/fold/010_mask.png,29,46,0,46,111,0.5
test/leather/fold/015,mvtec,leather,fold,1,attack_train,leather/test/fold/015.png,leather/ground_truth/fold/015_mask.png,7,46,0,46,111,0.5
test/leather/glue/000,mvtec,leather,glue,1,attack_train,leather/test/glue/000.png,leather/ground_truth/glue/000_mask.png,24,46,0,46,111,0.5
test/leather/glue/005,mvtec,leather,glue,1,attack_train,leather/test/glue/005.png,leather/ground_truth/glue/005_mask.png,17,46,0,46,111,0.5
test/leather/glue/009,mvtec,leather,glue,1,attack_train,leather/test/glue/009.png,leather/ground_truth/glue/009_mask.png,1,46,0,46,111,0.5
test/leather/glue/010,mvtec,leather,glue,1,attack_train,leather/test/glue/010.png,leather/ground_truth/glue/010_mask.png,23,46,0,46,111,0.5
test/leather/glue/011,mvtec,leather,glue,1,attack_train,leather/test/glue/011.png,leather/ground_truth/glue/011_mask.png,15,46,0,46,111,0.5
test/leather/glue/013,mvtec,leather,glue,1,attack_train,leather/test/glue/013.png,leather/ground_truth/glue/013_mask.png,35,46,0,46,111,0.5
test/leather/glue/015,mvtec,leather,glue,1,attack_train,leather/test/glue/015.png,leather/ground_truth/glue/015_mask.png,9,46,0,46,111,0.5
test/leather/glue/017,mvtec,leather,glue,1,attack_train,leather/test/glue/017.png,leather/ground_truth/glue/017_mask.png,11,46,0,46,111,0.5
test/leather/poke/001,mvtec,leather,poke,1,attack_train,leather/test/poke/001.png,leather/ground_truth/poke/001_mask.png,37,46,0,46,111,0.5
test/leather/poke/003,mvtec,leather,poke,1,attack_train,leather/test/poke/003.png,leather/ground_truth/poke/003_mask.png,39,46,0,46,111,0.5
test/leather/poke/004,mvtec,leather,poke,1,attack_train,leather/test/poke/004.png,leather/ground_truth/poke/004_mask.png,8,46,0,46,111,0.5
test/leather/poke/008,mvtec,leather,poke,1,attack_train,leather/test/poke/008.png,leather/ground_truth/poke/008_mask.png,31,46,0,46,111,0.5
test/leather/poke/016,mvtec,leather,poke,1,attack_train,leather/test/poke/016.png,leather/ground_truth/poke/016_mask.png,40,46,0,46,111,0.5
test/leather/poke/017,mvtec,leather,poke,1,attack_train,leather/test/poke/017.png,leather/ground_truth/poke/017_mask.png,32,46,0,46,111,0.5
test/metal_nut/good/002,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/002.png,,4,11,0,11,111,0.5
test/metal_nut/good/003,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/003.png,,8,11,0,11,111,0.5
test/metal_nut/good/004,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/004.png,,6,11,0,11,111,0.5
test/metal_nut/good/005,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/005.png,,3,11,0,11,111,0.5
test/metal_nut/good/006,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/006.png,,1,11,0,11,111,0.5
test/metal_nut/good/008,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/008.png,,10,11,0,11,111,0.5
test/metal_nut/good/009,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/009.png,,2,11,0,11,111,0.5
test/metal_nut/good/010,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/010.png,,5,11,0,11,111,0.5
test/metal_nut/good/015,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/015.png,,11,11,0,11,111,0.5
test/metal_nut/good/018,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/018.png,,7,11,0,11,111,0.5
test/metal_nut/good/019,mvtec,metal_nut,good,0,attack_train,metal_nut/test/good/019.png,,9,11,0,11,111,0.5
test/metal_nut/bent/002,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/002.png,metal_nut/ground_truth/bent/002_mask.png,1,47,0,46,111,0.5
test/metal_nut/bent/006,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/006.png,metal_nut/ground_truth/bent/006_mask.png,9,47,0,46,111,0.5
test/metal_nut/bent/007,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/007.png,metal_nut/ground_truth/bent/007_mask.png,23,47,0,46,111,0.5
test/metal_nut/bent/008,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/008.png,metal_nut/ground_truth/bent/008_mask.png,35,47,0,46,111,0.5
test/metal_nut/bent/009,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/009.png,metal_nut/ground_truth/bent/009_mask.png,19,47,0,46,111,0.5
test/metal_nut/bent/012,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/012.png,metal_nut/ground_truth/bent/012_mask.png,46,47,0,46,111,0.5
test/metal_nut/bent/014,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/014.png,metal_nut/ground_truth/bent/014_mask.png,31,47,0,46,111,0.5
test/metal_nut/bent/016,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/016.png,metal_nut/ground_truth/bent/016_mask.png,22,47,0,46,111,0.5
test/metal_nut/bent/017,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/017.png,metal_nut/ground_truth/bent/017_mask.png,33,47,0,46,111,0.5
test/metal_nut/bent/018,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/018.png,metal_nut/ground_truth/bent/018_mask.png,4,47,0,46,111,0.5
test/metal_nut/bent/019,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/019.png,metal_nut/ground_truth/bent/019_mask.png,29,47,0,46,111,0.5
test/metal_nut/bent/020,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/020.png,metal_nut/ground_truth/bent/020_mask.png,12,47,0,46,111,0.5
test/metal_nut/bent/022,mvtec,metal_nut,bent,1,attack_train,metal_nut/test/bent/022.png,metal_nut/ground_truth/bent/022_mask.png,34,47,0,46,111,0.5
test/metal_nut/color/000,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/000.png,metal_nut/ground_truth/color/000_mask.png,25,47,0,46,111,0.5
test/metal_nut/color/001,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/001.png,metal_nut/ground_truth/color/001_mask.png,43,47,0,46,111,0.5
test/metal_nut/color/003,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/003.png,metal_nut/ground_truth/color/003_mask.png,16,47,0,46,111,0.5
test/metal_nut/color/005,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/005.png,metal_nut/ground_truth/color/005_mask.png,5,47,0,46,111,0.5
test/metal_nut/color/010,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/010.png,metal_nut/ground_truth/color/010_mask.png,39,47,0,46,111,0.5
test/metal_nut/color/011,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/011.png,metal_nut/ground_truth/color/011_mask.png,3,47,0,46,111,0.5
test/metal_nut/color/013,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/013.png,metal_nut/ground_truth/color/013_mask.png,2,47,0,46,111,0.5
test/metal_nut/color/017,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/017.png,metal_nut/ground_truth/color/017_mask.png,26,47,0,46,111,0.5
test/metal_nut/color/018,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/018.png,metal_nut/ground_truth/color/018_mask.png,10,47,0,46,111,0.5
test/metal_nut/color/019,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/019.png,metal_nut/ground_truth/color/019_mask.png,37,47,0,46,111,0.5
test/metal_nut/color/020,mvtec,metal_nut,color,1,attack_train,metal_nut/test/color/020.png,metal_nut/ground_truth/color/020_mask.png,27,47,0,46,111,0.5
test/metal_nut/flip/004,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/004.png,metal_nut/ground_truth/flip/004_mask.png,38,47,0,46,111,0.5
test/metal_nut/flip/008,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/008.png,metal_nut/ground_truth/flip/008_mask.png,47,47,0,46,111,0.5
test/metal_nut/flip/009,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/009.png,metal_nut/ground_truth/flip/009_mask.png,32,47,0,46,111,0.5
test/metal_nut/flip/010,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/010.png,metal_nut/ground_truth/flip/010_mask.png,14,47,0,46,111,0.5
test/metal_nut/flip/011,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/011.png,metal_nut/ground_truth/flip/011_mask.png,15,47,0,46,111,0.5
test/metal_nut/flip/013,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/013.png,metal_nut/ground_truth/flip/013_mask.png,41,47,0,46,111,0.5
test/metal_nut/flip/018,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/018.png,metal_nut/ground_truth/flip/018_mask.png,7,47,0,46,111,0.5
test/metal_nut/flip/019,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/019.png,metal_nut/ground_truth/flip/019_mask.png,40,47,0,46,111,0.5
test/metal_nut/flip/021,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/021.png,metal_nut/ground_truth/flip/021_mask.png,11,47,0,46,111,0.5
test/metal_nut/flip/022,mvtec,metal_nut,flip,1,attack_train,metal_nut/test/flip/022.png,metal_nut/ground_truth/flip/022_mask.png,6,47,0,46,111,0.5
test/metal_nut/scratch/000,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/000.png,metal_nut/ground_truth/scratch/000_mask.png,20,47,0,46,111,0.5
test/metal_nut/scratch/002,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/002.png,metal_nut/ground_truth/scratch/002_mask.png,17,47,0,46,111,0.5
test/metal_nut/scratch/004,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/004.png,metal_nut/ground_truth/scratch/004_mask.png,21,47,0,46,111,0.5
test/metal_nut/scratch/007,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/007.png,metal_nut/ground_truth/scratch/007_mask.png,13,47,0,46,111,0.5
test/metal_nut/scratch/009,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/009.png,metal_nut/ground_truth/scratch/009_mask.png,8,47,0,46,111,0.5
test/metal_nut/scratch/013,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/013.png,metal_nut/ground_truth/scratch/013_mask.png,45,47,0,46,111,0.5
test/metal_nut/scratch/015,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/015.png,metal_nut/ground_truth/scratch/015_mask.png,42,47,0,46,111,0.5
test/metal_nut/scratch/016,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/016.png,metal_nut/ground_truth/scratch/016_mask.png,28,47,0,46,111,0.5
test/metal_nut/scratch/017,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/017.png,metal_nut/ground_truth/scratch/017_mask.png,24,47,0,46,111,0.5
test/metal_nut/scratch/018,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/018.png,metal_nut/ground_truth/scratch/018_mask.png,44,47,0,46,111,0.5
test/metal_nut/scratch/019,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/019.png,metal_nut/ground_truth/scratch/019_mask.png,18,47,0,46,111,0.5
test/metal_nut/scratch/020,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/020.png,metal_nut/ground_truth/scratch/020_mask.png,36,47,0,46,111,0.5
test/metal_nut/scratch/021,mvtec,metal_nut,scratch,1,attack_train,metal_nut/test/scratch/021.png,metal_nut/ground_truth/scratch/021_mask.png,30,47,0,46,111,0.5
test/pill/good/000,mvtec,pill,good,0,attack_train,pill/test/good/000.png,,6,13,0,13,111,0.5
test/pill/good/001,mvtec,pill,good,0,attack_train,pill/test/good/001.png,,7,13,0,13,111,0.5
test/pill/good/002,mvtec,pill,good,0,attack_train,pill/test/good/002.png,,5,13,0,13,111,0.5
test/pill/good/005,mvtec,pill,good,0,attack_train,pill/test/good/005.png,,13,13,0,13,111,0.5
test/pill/good/007,mvtec,pill,good,0,attack_train,pill/test/good/007.png,,4,13,0,13,111,0.5
test/pill/good/008,mvtec,pill,good,0,attack_train,pill/test/good/008.png,,2,13,0,13,111,0.5
test/pill/good/010,mvtec,pill,good,0,attack_train,pill/test/good/010.png,,9,13,0,13,111,0.5
test/pill/good/011,mvtec,pill,good,0,attack_train,pill/test/good/011.png,,1,13,0,13,111,0.5
test/pill/good/014,mvtec,pill,good,0,attack_train,pill/test/good/014.png,,8,13,0,13,111,0.5
test/pill/good/018,mvtec,pill,good,0,attack_train,pill/test/good/018.png,,3,13,0,13,111,0.5
test/pill/good/020,mvtec,pill,good,0,attack_train,pill/test/good/020.png,,10,13,0,13,111,0.5
test/pill/good/022,mvtec,pill,good,0,attack_train,pill/test/good/022.png,,12,13,0,13,111,0.5
test/pill/good/025,mvtec,pill,good,0,attack_train,pill/test/good/025.png,,11,13,0,13,111,0.5
test/pill/color/001,mvtec,pill,color,1,attack_train,pill/test/color/001.png,pill/ground_truth/color/001_mask.png,60,71,0,70,111,0.5
test/pill/color/003,mvtec,pill,color,1,attack_train,pill/test/color/003.png,pill/ground_truth/color/003_mask.png,12,71,0,70,111,0.5
test/pill/color/007,mvtec,pill,color,1,attack_train,pill/test/color/007.png,pill/ground_truth/color/007_mask.png,27,71,0,70,111,0.5
test/pill/color/009,mvtec,pill,color,1,attack_train,pill/test/color/009.png,pill/ground_truth/color/009_mask.png,70,71,0,70,111,0.5
test/pill/color/011,mvtec,pill,color,1,attack_train,pill/test/color/011.png,pill/ground_truth/color/011_mask.png,44,71,0,70,111,0.5
test/pill/color/012,mvtec,pill,color,1,attack_train,pill/test/color/012.png,pill/ground_truth/color/012_mask.png,5,71,0,70,111,0.5
test/pill/color/014,mvtec,pill,color,1,attack_train,pill/test/color/014.png,pill/ground_truth/color/014_mask.png,66,71,0,70,111,0.5
test/pill/color/017,mvtec,pill,color,1,attack_train,pill/test/color/017.png,pill/ground_truth/color/017_mask.png,19,71,0,70,111,0.5
test/pill/color/018,mvtec,pill,color,1,attack_train,pill/test/color/018.png,pill/ground_truth/color/018_mask.png,47,71,0,70,111,0.5
test/pill/color/019,mvtec,pill,color,1,attack_train,pill/test/color/019.png,pill/ground_truth/color/019_mask.png,67,71,0,70,111,0.5
test/pill/color/020,mvtec,pill,color,1,attack_train,pill/test/color/020.png,pill/ground_truth/color/020_mask.png,7,71,0,70,111,0.5
test/pill/combined/003,mvtec,pill,combined,1,attack_train,pill/test/combined/003.png,pill/ground_truth/combined/003_mask.png,50,71,0,70,111,0.5
test/pill/combined/005,mvtec,pill,combined,1,attack_train,pill/test/combined/005.png,pill/ground_truth/combined/005_mask.png,4,71,0,70,111,0.5
test/pill/combined/006,mvtec,pill,combined,1,attack_train,pill/test/combined/006.png,pill/ground_truth/combined/006_mask.png,62,71,0,70,111,0.5
test/pill/combined/008,mvtec,pill,combined,1,attack_train,pill/test/combined/008.png,pill/ground_truth/combined/008_mask.png,23,71,0,70,111,0.5
test/pill/combined/009,mvtec,pill,combined,1,attack_train,pill/test/combined/009.png,pill/ground_truth/combined/009_mask.png,33,71,0,70,111,0.5
test/pill/combined/011,mvtec,pill,combined,1,attack_train,pill/test/combined/011.png,pill/ground_truth/combined/011_mask.png,3,71,0,70,111,0.5
test/pill/combined/015,mvtec,pill,combined,1,attack_train,pill/test/combined/015.png,pill/ground_truth/combined/015_mask.png,71,71,0,70,111,0.5
test/pill/combined/016,mvtec,pill,combined,1,attack_train,pill/test/combined/016.png,pill/ground_truth/combined/016_mask.png,6,71,0,70,111,0.5
test/pill/contamination/000,mvtec,pill,contamination,1,attack_train,pill/test/contamination/000.png,pill/ground_truth/contamination/000_mask.png,24,71,0,70,111,0.5
test/pill/contamination/003,mvtec,pill,contamination,1,attack_train,pill/test/contamination/003.png,pill/ground_truth/contamination/003_mask.png,40,71,0,70,111,0.5
test/pill/contamination/006,mvtec,pill,contamination,1,attack_train,pill/test/contamination/006.png,pill/ground_truth/contamination/006_mask.png,2,71,0,70,111,0.5
test/pill/contamination/008,mvtec,pill,contamination,1,attack_train,pill/test/contamination/008.png,pill/ground_truth/contamination/008_mask.png,68,71,0,70,111,0.5
test/pill/contamination/009,mvtec,pill,contamination,1,attack_train,pill/test/contamination/009.png,pill/ground_truth/contamination/009_mask.png,37,71,0,70,111,0.5
test/pill/contamination/012,mvtec,pill,contamination,1,attack_train,pill/test/contamination/012.png,pill/ground_truth/contamination/012_mask.png,29,71,0,70,111,0.5
test/pill/contamination/013,mvtec,pill,contamination,1,attack_train,pill/test/contamination/013.png,pill/ground_truth/contamination/013_mask.png,28,71,0,70,111,0.5
test/pill/contamination/015,mvtec,pill,contamination,1,attack_train,pill/test/contamination/015.png,pill/ground_truth/contamination/015_mask.png,65,71,0,70,111,0.5
test/pill/contamination/016,mvtec,pill,contamination,1,attack_train,pill/test/contamination/016.png,pill/ground_truth/contamination/016_mask.png,54,71,0,70,111,0.5
test/pill/contamination/017,mvtec,pill,contamination,1,attack_train,pill/test/contamination/017.png,pill/ground_truth/contamination/017_mask.png,53,71,0,70,111,0.5
test/pill/crack/001,mvtec,pill,crack,1,attack_train,pill/test/crack/001.png,pill/ground_truth/crack/001_mask.png,46,71,0,70,111,0.5
test/pill/crack/002,mvtec,pill,crack,1,attack_train,pill/test/crack/002.png,pill/ground_truth/crack/002_mask.png,42,71,0,70,111,0.5
test/pill/crack/003,mvtec,pill,crack,1,attack_train,pill/test/crack/003.png,pill/ground_truth/crack/003_mask.png,45,71,0,70,111,0.5
test/pill/crack/005,mvtec,pill,crack,1,attack_train,pill/test/crack/005.png,pill/ground_truth/crack/005_mask.png,21,71,0,70,111,0.5
test/pill/crack/006,mvtec,pill,crack,1,attack_train,pill/test/crack/006.png,pill/ground_truth/crack/006_mask.png,69,71,0,70,111,0.5
test/pill/crack/010,mvtec,pill,crack,1,attack_train,pill/test/crack/010.png,pill/ground_truth/crack/010_mask.png,39,71,0,70,111,0.5
test/pill/crack/011,mvtec,pill,crack,1,attack_train,pill/test/crack/011.png,pill/ground_truth/crack/011_mask.png,14,71,0,70,111,0.5
test/pill/crack/016,mvtec,pill,crack,1,attack_train,pill/test/crack/016.png,pill/ground_truth/crack/016_mask.png,61,71,0,70,111,0.5
test/pill/crack/017,mvtec,pill,crack,1,attack_train,pill/test/crack/017.png,pill/ground_truth/crack/017_mask.png,35,71,0,70,111,0.5
test/pill/crack/018,mvtec,pill,crack,1,attack_train,pill/test/crack/018.png,pill/ground_truth/crack/018_mask.png,56,71,0,70,111,0.5
test/pill/crack/020,mvtec,pill,crack,1,attack_train,pill/test/crack/020.png,pill/ground_truth/crack/020_mask.png,48,71,0,70,111,0.5
test/pill/crack/021,mvtec,pill,crack,1,attack_train,pill/test/crack/021.png,pill/ground_truth/crack/021_mask.png,64,71,0,70,111,0.5
test/pill/crack/023,mvtec,pill,crack,1,attack_train,pill/test/crack/023.png,pill/ground_truth/crack/023_mask.png,13,71,0,70,111,0.5
test/pill/crack/024,mvtec,pill,crack,1,attack_train,pill/test/crack/024.png,pill/ground_truth/crack/024_mask.png,18,71,0,70,111,0.5
test/pill/crack/025,mvtec,pill,crack,1,attack_train,pill/test/crack/025.png,pill/ground_truth/crack/025_mask.png,1,71,0,70,111,0.5
test/pill/faulty_imprint/001,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/001.png,pill/ground_truth/faulty_imprint/001_mask.png,34,71,0,70,111,0.5
test/pill/faulty_imprint/002,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/002.png,pill/ground_truth/faulty_imprint/002_mask.png,10,71,0,70,111,0.5
test/pill/faulty_imprint/005,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/005.png,pill/ground_truth/faulty_imprint/005_mask.png,38,71,0,70,111,0.5
test/pill/faulty_imprint/006,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/006.png,pill/ground_truth/faulty_imprint/006_mask.png,9,71,0,70,111,0.5
test/pill/faulty_imprint/007,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/007.png,pill/ground_truth/faulty_imprint/007_mask.png,57,71,0,70,111,0.5
test/pill/faulty_imprint/008,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/008.png,pill/ground_truth/faulty_imprint/008_mask.png,51,71,0,70,111,0.5
test/pill/faulty_imprint/011,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/011.png,pill/ground_truth/faulty_imprint/011_mask.png,26,71,0,70,111,0.5
test/pill/faulty_imprint/015,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/015.png,pill/ground_truth/faulty_imprint/015_mask.png,58,71,0,70,111,0.5
test/pill/faulty_imprint/016,mvtec,pill,faulty_imprint,1,attack_train,pill/test/faulty_imprint/016.png,pill/ground_truth/faulty_imprint/016_mask.png,15,71,0,70,111,0.5
test/pill/pill_type/001,mvtec,pill,pill_type,1,attack_train,pill/test/pill_type/001.png,pill/ground_truth/pill_type/001_mask.png,17,71,0,70,111,0.5
test/pill/pill_type/002,mvtec,pill,pill_type,1,attack_train,pill/test/pill_type/002.png,pill/ground_truth/pill_type/002_mask.png,55,71,0,70,111,0.5
test/pill/pill_type/004,mvtec,pill,pill_type,1,attack_train,pill/test/pill_type/004.png,pill/ground_truth/pill_type/004_mask.png,8,71,0,70,111,0.5
test/pill/pill_type/006,mvtec,pill,pill_type,1,attack_train,pill/test/pill_type/006.png,pill/ground_truth/pill_type/006_mask.png,36,71,0,70,111,0.5
test/pill/scratch/000,mvtec,pill,scratch,1,attack_train,pill/test/scratch/000.png,pill/ground_truth/scratch/000_mask.png,59,71,0,70,111,0.5
test/pill/scratch/001,mvtec,pill,scratch,1,attack_train,pill/test/scratch/001.png,pill/ground_truth/scratch/001_mask.png,43,71,0,70,111,0.5
test/pill/scratch/003,mvtec,pill,scratch,1,attack_train,pill/test/scratch/003.png,pill/ground_truth/scratch/003_mask.png,11,71,0,70,111,0.5
test/pill/scratch/004,mvtec,pill,scratch,1,attack_train,pill/test/scratch/004.png,pill/ground_truth/scratch/004_mask.png,52,71,0,70,111,0.5
test/pill/scratch/006,mvtec,pill,scratch,1,attack_train,pill/test/scratch/006.png,pill/ground_truth/scratch/006_mask.png,25,71,0,70,111,0.5
test/pill/scratch/008,mvtec,pill,scratch,1,attack_train,pill/test/scratch/008.png,pill/ground_truth/scratch/008_mask.png,41,71,0,70,111,0.5
test/pill/scratch/009,mvtec,pill,scratch,1,attack_train,pill/test/scratch/009.png,pill/ground_truth/scratch/009_mask.png,31,71,0,70,111,0.5
test/pill/scratch/010,mvtec,pill,scratch,1,attack_train,pill/test/scratch/010.png,pill/ground_truth/scratch/010_mask.png,30,71,0,70,111,0.5
test/pill/scratch/011,mvtec,pill,scratch,1,attack_train,pill/test/scratch/011.png,pill/ground_truth/scratch/011_mask.png,20,71,0,70,111,0.5
test/pill/scratch/013,mvtec,pill,scratch,1,attack_train,pill/test/scratch/013.png,pill/ground_truth/scratch/013_mask.png,49,71,0,70,111,0.5
test/pill/scratch/015,mvtec,pill,scratch,1,attack_train,pill/test/scratch/015.png,pill/ground_truth/scratch/015_mask.png,16,71,0,70,111,0.5
test/pill/scratch/020,mvtec,pill,scratch,1,attack_train,pill/test/scratch/020.png,pill/ground_truth/scratch/020_mask.png,22,71,0,70,111,0.5
test/pill/scratch/021,mvtec,pill,scratch,1,attack_train,pill/test/scratch/021.png,pill/ground_truth/scratch/021_mask.png,63,71,0,70,111,0.5
test/pill/scratch/023,mvtec,pill,scratch,1,attack_train,pill/test/scratch/023.png,pill/ground_truth/scratch/023_mask.png,32,71,0,70,111,0.5
test/screw/good/000,mvtec,screw,good,0,attack_train,screw/test/good/000.png,,6,21,0,20,111,0.5
test/screw/good/002,mvtec,screw,good,0,attack_train,screw/test/good/002.png,,8,21,0,20,111,0.5
test/screw/good/003,mvtec,screw,good,0,attack_train,screw/test/good/003.png,,19,21,0,20,111,0.5
test/screw/good/004,mvtec,screw,good,0,attack_train,screw/test/good/004.png,,1,21,0,20,111,0.5
test/screw/good/005,mvtec,screw,good,0,attack_train,screw/test/good/005.png,,5,21,0,20,111,0.5
test/screw/good/006,mvtec,screw,good,0,attack_train,screw/test/good/006.png,,14,21,0,20,111,0.5
test/screw/good/008,mvtec,screw,good,0,attack_train,screw/test/good/008.png,,10,21,0,20,111,0.5
test/screw/good/011,mvtec,screw,good,0,attack_train,screw/test/good/011.png,,18,21,0,20,111,0.5
test/screw/good/012,mvtec,screw,good,0,attack_train,screw/test/good/012.png,,2,21,0,20,111,0.5
test/screw/good/016,mvtec,screw,good,0,attack_train,screw/test/good/016.png,,20,21,0,20,111,0.5
test/screw/good/018,mvtec,screw,good,0,attack_train,screw/test/good/018.png,,4,21,0,20,111,0.5
test/screw/good/019,mvtec,screw,good,0,attack_train,screw/test/good/019.png,,16,21,0,20,111,0.5
test/screw/good/020,mvtec,screw,good,0,attack_train,screw/test/good/020.png,,3,21,0,20,111,0.5
test/screw/good/022,mvtec,screw,good,0,attack_train,screw/test/good/022.png,,9,21,0,20,111,0.5
test/screw/good/026,mvtec,screw,good,0,attack_train,screw/test/good/026.png,,7,21,0,20,111,0.5
test/screw/good/028,mvtec,screw,good,0,attack_train,screw/test/good/028.png,,12,21,0,20,111,0.5
test/screw/good/030,mvtec,screw,good,0,attack_train,screw/test/good/030.png,,11,21,0,20,111,0.5
test/screw/good/031,mvtec,screw,good,0,attack_train,screw/test/good/031.png,,21,21,0,20,111,0.5
test/screw/good/032,mvtec,screw,good,0,attack_train,screw/test/good/032.png,,17,21,0,20,111,0.5
test/screw/good/033,mvtec,screw,good,0,attack_train,screw/test/good/033.png,,15,21,0,20,111,0.5
test/screw/good/038,mvtec,screw,good,0,attack_train,screw/test/good/038.png,,13,21,0,20,111,0.5
test/screw/manipulated_front/001,mvtec,screw,manipulated_front,1,attack_train,screw/test/manipulated_front/001.png,screw/ground_truth/manipulated_front/001_mask.png,11,59,0,60,111,0.5
test/screw/manipulated_front/002,mvtec,screw,manipulated_front,1,attack_train,screw/test/manipulated_front/002.png,screw/ground_truth/manipulated_front/002_mask.png,21,59,0,60,111,0.5
test/screw/manipulated_front/004,mvtec,screw,manipulated_front,1,attack_train,screw/test/manipulated_front/004.png,screw/ground_truth/manipulated_front/004_mask.png,16,59,0,60,111,0.5
test/screw/manipulated_front/005,mvtec,screw,manipulated_front,1,attack_train,screw/test/manipulated_front/005.png,screw/ground_truth/manipulated_front/005_mask.png,44,59,0,60,111,0.5
