scope,source_dataset,target_dataset,category,direction,source_label,target_label,loss_mode,attack_train_fraction,attack_train_image_count,evaluation_attacked_image_count,noise_file,noise_tensor_key,artifact_sha256,protocol_split_sha256,apply_only_to_clean_label,keep_opposite_label_clean,image_size,epsilon,step_size,optimization_steps,effective_batch_size,configured_micro_batch_size,application_order
per_category,mvtec,mvtec,screw,abnormal_to_normal,1,0,combined,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__screw.pt,delta,85c41434afea0af973309e06e27a3136eb42edce0d6f01d30b8bf94681b25885,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,screw,abnormal_to_normal,1,0,global,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__screw.pt,delta,009da1dfbe8e7ceee56647845eac19b914ccd053b02a2f60d156324c92606978,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,screw,abnormal_to_normal,1,0,local,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__screw.pt,delta,a8ebe6188ff1b99192492d40bf75322982a0c34bc32a5ee9b3b04afeadabc21b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,screw,normal_to_abnormal,0,1,combined,1.0,21,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__screw.pt,delta,25c5d05cb9af007aa935d57d9d23490a52ce466911aa449edac31c8fcd103e2c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,screw,normal_to_abnormal,0,1,global,1.0,21,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__screw.pt,delta,3d295769073e2623598c399e08eec4c147773c1812653bae3eee9680a1d70ef2,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,screw,normal_to_abnormal,0,1,local,1.0,21,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__screw.pt,delta,bf56245a53dc3388ad8511423ddb3eb4e07529766a9eef57179c619f79a0b1c4,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,abnormal_to_normal,1,0,combined,1.0,42,42,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__tile.pt,delta,0033fbdc19e50b8eb77845149d294e118575be54d43304eb79d4d2a300647aae,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,abnormal_to_normal,1,0,global,1.0,42,42,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__tile.pt,delta,93c77fde1a085cbdfd5d736ebd7ef43ac2e3c63bf3e6298d5c35aa49279724a2,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,abnormal_to_normal,1,0,local,1.0,42,42,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__tile.pt,delta,4def602f7d51fdaca098a265e737d24551fae01be893a93190093024b6075941,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,normal_to_abnormal,0,1,combined,1.0,17,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__tile.pt,delta,b4e62512322313d7ea2234d2a1834230cd130d60cab45fb058e09f33bc1779ee,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,normal_to_abnormal,0,1,global,1.0,17,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__tile.pt,delta,b258be05457fc22e2ef5b190e0cd4184388dde45e9da9429a34f65822443077b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,tile,normal_to_abnormal,0,1,local,1.0,17,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__tile.pt,delta,04806a1134b5d32bb8113d60f198ba8aefeefa5c3442cdd314cdf7eeba3c4d68,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,abnormal_to_normal,1,0,combined,1.0,15,15,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__toothbrush.pt,delta,c8c24689169cae1b14e93a00a99001cce834d4197ef947e4b8976afc6c954190,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,abnormal_to_normal,1,0,global,1.0,15,15,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__toothbrush.pt,delta,0cecd05caf0f89a7e4db671428378df39da8e25bacd60236af7c48f29597530e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,abnormal_to_normal,1,0,local,1.0,15,15,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__toothbrush.pt,delta,d55d252bf3006b64ced18c7faea32b585778c5341700e96cae807613549bd937,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,normal_to_abnormal,0,1,combined,1.0,6,6,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__toothbrush.pt,delta,2afb6367fcf38ec7c03762ed95f64c6aed3bfbd45bfe8dd6d3a636837365363b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,normal_to_abnormal,0,1,global,1.0,6,6,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__toothbrush.pt,delta,30247dd4a57bf45efcfc13abecd05a52ef2f1e2881865349c8a9aadf2ff8e679,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,toothbrush,normal_to_abnormal,0,1,local,1.0,6,6,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__toothbrush.pt,delta,1887794cc5d04906ad5ff47a7190b94325e5dcebfdf182126ae53dab3a835ce0,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,abnormal_to_normal,1,0,combined,1.0,20,20,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__transistor.pt,delta,2de303b2a1a04cbca1753ee7e9a29f370c0b39c8b92f0e2497c17716662e2957,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,abnormal_to_normal,1,0,global,1.0,20,20,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__transistor.pt,delta,429cc2efa37a92326562f1bc55f827370d0a4296142a07d5947520f59d6b966e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,abnormal_to_normal,1,0,local,1.0,20,20,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__transistor.pt,delta,10f31ec2c4ccb0e055febf460f47211fd2e2be16592c9b7d24535940e38e80e1,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,normal_to_abnormal,0,1,combined,1.0,30,30,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__transistor.pt,delta,a76461c3cacdec9f5e4bfdcde07d031b6cac00e8a27b244a9620816302903dd4,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,normal_to_abnormal,0,1,global,1.0,30,30,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__transistor.pt,delta,9f0112a5885143f612ce35235120c66c55f1c3252a8948c185e698d38c76e94e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,transistor,normal_to_abnormal,0,1,local,1.0,30,30,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__transistor.pt,delta,f3f869c56b6e8335537ad7d0331a9970b09dfdc7f8c8f06f5759aa927f6ab852,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,abnormal_to_normal,1,0,combined,1.0,30,30,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__wood.pt,delta,97be7cf416bf96a14523c64f6ede4260251c1737bfc862dea43a3f617a8c652d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,abnormal_to_normal,1,0,global,1.0,30,30,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__wood.pt,delta,5199a526ddfbd5745c8a0bc8cff769c250dbc265c66338706395282ea1bd7c4b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,abnormal_to_normal,1,0,local,1.0,30,30,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__wood.pt,delta,720eaa5f2df59dc645988ded8c0e09ae68604f84f34ceb94d7cbbb0b8a0e5596,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,normal_to_abnormal,0,1,combined,1.0,9,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__wood.pt,delta,058d46e8d6a986023388651e6a19921d6549d5cef05b87f36d4122ca1d1b24c1,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,normal_to_abnormal,0,1,global,1.0,9,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__wood.pt,delta,435b411b18a09a4ba116167ff2b91eef1f67a9271c7fdc5cfbe1586cc3a1be9e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,wood,normal_to_abnormal,0,1,local,1.0,9,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__wood.pt,delta,a445a1e6fd26a7ab82968cd5dc7db766ba67becda351c368731b6f82e8c1977b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,abnormal_to_normal,1,0,combined,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__zipper.pt,delta,13601a47a2b8914302c63459056f6c2f80c277f481dd0c8ad90b8a66b44c6db6,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,abnormal_to_normal,1,0,global,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__zipper.pt,delta,714fda1161f0add533727ad8884ae57fc3347287834431dd52e9b4a296482178,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,abnormal_to_normal,1,0,local,1.0,59,60,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__zipper.pt,delta,8120235c988f1002e97b3c9d5d21af699e992f26faaeba66c68603fed6f08698,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,normal_to_abnormal,0,1,combined,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__zipper.pt,delta,4cb9bf4017ba7ff05e17ede6fb004702cd6a9bf68441aa97f6763cb6cef85192,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,normal_to_abnormal,0,1,global,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__zipper.pt,delta,7a537fe524bc8651212e48c181a1ef1fb46e6165ce21d321d1b02e665465bd85,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,zipper,normal_to_abnormal,0,1,local,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__zipper.pt,delta,60a44f22ea904629758b1939660e6f5255adb0b4fe9fdd2088d7bf962792bca8,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,abnormal_to_normal,1,0,combined,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__combined__candle.pt,delta,5ab0b0762b3b50b044a8b920edb8d346b3240fe0ee80b8cb873f145e79e4b80f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,abnormal_to_normal,1,0,global,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__global__candle.pt,delta,e2907aeb1ee74e036202a7bdbfa92676c123beb3aae89a1ac342f5142439be5b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,abnormal_to_normal,1,0,local,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__local__candle.pt,delta,01a5971c713fc3ea5046bfa62320ab693d3720fcbc7edfc98ea1ef8c4f035cc8,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,normal_to_abnormal,0,1,combined,1.0,50,50,noises/visa/f1/perturbations/per_category__normal_to_abnormal__combined__candle.pt,delta,79bac353b24ce65c4618cf6bf61b470c4029f840af913e1163a5813ddf6704f2,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,normal_to_abnormal,0,1,global,1.0,50,50,noises/visa/f1/perturbations/per_category__normal_to_abnormal__global__candle.pt,delta,7a32d54b96678d5217ddb9633abf7c06ab9b2940d050bb65b3392eb5b3a46e8d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,candle,normal_to_abnormal,0,1,local,1.0,50,50,noises/visa/f1/perturbations/per_category__normal_to_abnormal__local__candle.pt,delta,5d56a5ecab1b4b0faff4d3c8b7c6edd0e2836ba26aa5c918d102851d8285c9e3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,abnormal_to_normal,1,0,combined,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__combined__capsules.pt,delta,1be272b0b9457d2fd01a3d3017ef9cfc53d49d3695b0d6ed5046e120f1a947d8,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,abnormal_to_normal,1,0,global,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__global__capsules.pt,delta,e120de0609b5f7da04e9eb4173b235c007e0174eeda249da2c471618eca7caee,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,abnormal_to_normal,1,0,local,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__local__capsules.pt,delta,9a4834068cb763897283d21fa72dff379c5259569f556adccc64fa5f3f104939,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,normal_to_abnormal,0,1,combined,1.0,30,30,noises/visa/f1/perturbations/per_category__normal_to_abnormal__combined__capsules.pt,delta,b3b77f623be4320a11fdb8c0992b2d157aa9e505489833eb906d217b96b6b717,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,normal_to_abnormal,0,1,global,1.0,30,30,noises/visa/f1/perturbations/per_category__normal_to_abnormal__global__capsules.pt,delta,f294c918c42ff27c09fe468c063580cce84327ff5139cddad0000d78606ba8e1,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,capsules,normal_to_abnormal,0,1,local,1.0,30,30,noises/visa/f1/perturbations/per_category__normal_to_abnormal__local__capsules.pt,delta,96c139dc0cf84501fa39e73f8eee8d7026f4801da38dcfb9996e1a44e978848f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,abnormal_to_normal,1,0,combined,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__combined__cashew.pt,delta,b9b9fb829d0d4dd49d6a6169b49366b118ad913ef8cf17233bb6888fa6c1d1b9,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,abnormal_to_normal,1,0,global,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__global__cashew.pt,delta,162b2b387ea7d7a7d5bc47d4f005c0599ebb32b48d1f1b0881469066ba091b7b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,abnormal_to_normal,1,0,local,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__local__cashew.pt,delta,63f205320448fb97f929b33dd3f0fe10704a4092fcbf9de665be4eef1d21e545,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,normal_to_abnormal,0,1,combined,1.0,25,25,noises/visa/f1/perturbations/per_category__normal_to_abnormal__combined__cashew.pt,delta,e2340520842e35eca3ef124485749b73ff27d705f7e0fea6b2c15d7aadefe6db,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,normal_to_abnormal,0,1,global,1.0,25,25,noises/visa/f1/perturbations/per_category__normal_to_abnormal__global__cashew.pt,delta,88455b9629dce35fd370f85f7133b03d575313b8cb46af972f69b4d4d66c5fe6,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,cashew,normal_to_abnormal,0,1,local,1.0,25,25,noises/visa/f1/perturbations/per_category__normal_to_abnormal__local__cashew.pt,delta,9fd3b79c35c495f15b1e402280a2dec89ae4b2cdf10e21fd754f6b46e8b236b8,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,visa,visa,chewinggum,abnormal_to_normal,1,0,combined,1.0,50,50,noises/visa/f1/perturbations/per_category__abnormal_to_normal__combined__chewinggum.pt,delta,e6675d6ff6e70f962236c236d92f01916d84208831b4ec2f23c79adf664ba901,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
